keyword_id,keyword_size,candidacy_id,keyword_name
,70,100118454,선관위
,40,100118454,것
,40,100118454,결정
,40,100118454,의혹
,40,100118454,선거운동
,40,100118454,후보
,40,100118454,새누리당
,30,100118454,공무원
,30,100118454,제주도당
,30,100118454,양치석
,30,100119827,거리유세
,850,100119717,후보
,270,100119752,후보
,90,100118342,후보
,20,100119484,핫이슈
,60,100119058,출마
,110,100120276,후보
,720,100118373,후보
,20,100119827,후보
,20,100119827,출정식
,20,100119827,1차
,10,100119827,공식
,10,100119827,3남)씨
,10,100119827,전
,10,100119827,시작
,10,100119827,예정
,10,100119827,갑
,90,100118825,후보
,150,100119717,토론회
,140,100119717,김진태
,130,100119717,단일화
,130,100119717,토론
,120,100119717,허영
,100,100119717,것
,100,100119717,더불어민주당
,90,100119717,춘천
,90,100119717,새누리당
,580,100118593,후보
,60,100119752,기록
,50,100119752,4
,50,100119752,새누리당
,40,100119752,것
,40,100119752,더불어민주당
,40,100119752,추진
,40,100119752,청주
,40,100119752,공약
,40,100119752,핫이슈
,250,100119259,후보
,50,100118342,등
,40,100118342,지구단위
,40,100118342,활성화
,40,100118342,역세권
,30,100118342,추진
,30,100118342,개발
,30,100118342,원도
,30,100118342,계획
,20,100118342,전
,120,100119421,예비후보
,20,100119484,새누리당
,10,100119484,경북선거대책위원회
,10,100119484,대강당
,10,100119484,구멍
,10,100119484,오빠
,10,100119484,경북도당
,10,100119484,'논란'▶
,10,100119484,변태
,10,100119484,7싸
,150,100118328,후보
,60,100119058,후보
,40,100119058,시민
,40,100119058,창원
,40,100119058,국회의원
,30,100119058,기자회견
,30,100119058,생각
,30,100119058,자세
,30,100119058,새누리당
,30,100119058,국민
,500,100119076,것
,90,100120276,등
,90,100120276,새누리당
,80,100120276,북
,80,100120276,전희재
,80,100120276,핫이슈
,70,100120276,개소식
,70,100120276,국회의원
,50,100120276,기
,50,100120276,▲
,90,100120043,후보
,320,100118373,전과
,170,100118373,중
,140,100118373,등
,140,100118373,2건
,140,100118373,선고
,130,100118373,무소속
,120,100118373,위반
,110,100118373,것
,110,100118373,민중연합당
,160,100118776,후보
,80,100118825,참여
,50,100118825,부
,40,100118825,선거대책위원회
,40,100118825,선대위
,40,100118825,발전
,40,100118825,등
,40,100118825,새누리당
,30,100118825,것
,30,100118825,전
,90,100118984,등
,150,100120239,후보
,180,100120524,후보
,110,100118535,후보
,20,100120236,이장우
,440,100118477,후보
,430,100118395,후보
,1340,100119276,후보
,170,100120095,후보
,110,100118593,토론
,110,100118593,김진태
,90,100118593,춘천
,90,100118593,토론회
,90,100118593,허영
,80,100118593,것
,80,100118593,단일화
,60,100118593,새누리당
,60,100118593,이용범
,540,100119306,후보
,60,100119259,기록
,50,100119259,4
,50,100119259,더불어민주당
,40,100119259,것
,40,100119259,수
,40,100119259,새누리당
,40,100119259,조사
,30,100119259,12.
,30,100119259,지역
,210,100120604,후보
,100,100119421,후보
,30,100119421,천안시민
,30,100119421,한태선
,30,100119421,이규희
,30,100119421,선거대책위원장
,30,100119421,승복
,30,100119421,경선
,20,100119421,것
,20,100119421,총선
,60,100119552,천
,60,100118328,오중기
,50,100118328,전
,50,100118328,대표
,50,100118328,포항
,50,100118328,말
,40,100118328,총선
,40,100118328,경제
,40,100118328,강조
,30,100118328,것
,310,100118816,후보
,310,100119076,후보
,290,100119076,저
,190,100119076,의원
,150,100119076,말
,130,100119076,정청래
,130,100119076,공천
,130,100119076,생각
,120,100119076,사람
,110,100119076,전
,370,100120297,전
,50,100120043,공약
,50,100120043,전주
,40,100120043,지역
,30,100120043,릴레이
,30,100120043,응원
,30,100120043,등
,30,100120043,제시
,20,100120043,북도당
,20,100120043,추진
,90,100119400,후보
,140,100118776,목포
,80,100118776,전
,70,100118776,것
,70,100118776,위원장
,70,100118776,의원
,70,100118776,대표
,60,100118776,방문
,40,100118776,국민의당
,40,100118776,김대중
,120,100120234,후보
,60,100118984,후보
,40,100118984,오
,40,100118984,실질적
,40,100118984,보상
,40,100118984,품목
,40,100118984,말
,30,100118984,것
,30,100118984,농어업재해
,30,100118984,단계적
,180,100118846,후보
,90,100120239,울산
,80,100120239,정갑윤
,80,100120239,중구
,80,100120239,각오
,80,100120239,새누리당
,60,100120239,전
,60,100120239,발
,50,100120239,것
,50,100120239,이날
,540,100118962,후보
,160,100120524,광주
,100,100120524,전
,70,100120524,무소속
,70,100120524,원
,70,100120524,새누리당
,60,100120524,재산
,60,100120524,강
,50,100120524,시장
,50,100120524,동남갑
,70,100120543,등
,80,100118535,조성
,80,100118535,박
,70,100118535,등
,60,100118535,6대
,50,100118535,수원
,50,100118535,약속
,50,100118535,건립
,40,100118535,프로젝트
,40,100118535,장안
,250,100119240,후보
,20,100120236,뉴시스
,20,100120236,선거사무소
,20,100120236,후보
,10,100120236,영상
,10,100120236,03.
,10,100120236,대전
,10,100120236,【대전=뉴시스】조명휘
,10,100120236,(사진=
,10,100120236,화제성
,220,100118914,후보
,200,100118477,야권
,180,100118477,옹진군
,180,100118477,여권
,160,100118477,전
,140,100118477,정의당
,130,100118477,새누리당
,120,100118477,것
,120,100118477,수
,110,100118477,중구
,880,100118919,후보
,160,100118395,의원
,140,100118395,선대위
,130,100118395,지지율
,130,100118395,새누리당
,100,100118395,지역
,100,100118395,전
,100,100118395,국민의당
,90,100118395,것
,90,100118395,더불어민주당
,130,100120580,의원
,520,100119276,새누리당
,340,100119276,무소속
,320,100119276,의원
,300,100119276,출마
,200,100119276,여론조사
,200,100119276,지역
,170,100119276,공천
,140,100119276,것
,130,100119276,지지율
,290,100120370,후보
,140,100120095,새누리당
,100,100120095,야당
,70,100120095,것
,70,100120095,대표
,70,100120095,이번
,60,100120095,지역
,60,100120095,세력
,50,100120095,의원
,50,100120095,후보들
,270,100119025,후보
,150,100119306,국민의당
,140,100119306,단일화
,140,100119306,더민주
,100,100119306,여론조사
,100,100119306,정의당
,80,100119306,의원
,80,100119306,허영
,80,100119306,단일후보
,80,100119306,이용범
,550,100119756,후보
,580,100118613,후보
,90,100120604,청주
,90,100120604,한대수
,80,100120604,상당
,60,100120604,전
,60,100120604,충북
,60,100120604,친반통일당
,60,100120604,새누리당
,50,100120604,경선
,50,100120604,한범덕
,210,100118289,후보
,40,100119552,예비후보
,30,100119552,대한민국
,30,100119552,후보
,20,100119552,충청도
,20,100119552,민생
,20,100119552,안철수
,20,100119552,국회
,20,100119552,도시
,20,100119552,대표
,90,100120101,선거구
,160,100118816,포항
,160,100118816,새누리당
,140,100118816,것
,90,100118816,지역
,90,100118816,박창호
,80,100118816,핫이슈
,80,100118816,공천
,80,100118816,수
,70,100118816,말
,110,100118329,후보
,300,100120297,소득
,190,100120297,"병역필(병장),"
,170,100120297,벌금
,170,100120297,등
,160,100120297,위반
,150,100120297,후보
,140,100120297,재산
,100,100120297,공화당
,70,100120297,도로교통법
,220,100119884,후보
,50,100119400,예산
,40,100119400,북
,30,100119400,동북부권
,30,100119400,정책선거
,30,100119400,등
,30,100119400,이
,30,100119400,이상
,30,100119400,증가율
,30,100119400,전주
,100,100119774,후보
,100,100120234,공약
,70,100120234,총선
,70,100120234,1
,60,100120234,국회의원
,50,100120234,것
,50,100120234,의원
,40,100120234,후보자
,40,100120234,등록
,40,100120234,등
,450,100120296,후보
,120,100118846,등
,100,100118846,전과
,90,100118846,무소속
,80,100118846,것
,70,100118846,위반
,50,100118846,출마
,50,100118846,평균
,40,100118846,중
,40,100118846,나
,120,100118845,후보
,190,100118962,중구
,170,100118962,예비후보
,160,100118962,새누리당
,150,100118962,것
,140,100118962,울산
,120,100118962,선거
,110,100118962,야권
,110,100118962,이번
,100,100118962,이
,280,100120409,후보
,70,100120543,후보
,50,100120543,최
,40,100120543,수
,40,100120543,노력
,40,100120543,정부
,40,100120543,노인빈곤
,40,100120543,차등
,40,100120543,노인기초연금
,40,100120543,확대
,190,100120122,후보
,70,100119240,박
,70,100119240,새누리당
,50,100119240,박종희
,50,100119240,수원갑
,40,100119240,18대
,40,100119240,전
,40,100119240,여론조사
,40,100119240,이
,40,100119240,이찬열
,850,100119104,후보
