keyword_id,keyword_size,candidacy_id,keyword_name
,170,100120078,백
,160,100120078,주
,150,100120078,것
,140,100120078,백무현
,140,100120078,구태
,130,100120078,등
,90,100120078,선거운동
,90,100120078,이
,490,100119042,후보
,130,100118987,새누리당
,110,100118987,등
,110,100118987,윤두환
,100,100118987,시작
,90,100118987,북구
,70,100118987,기
,70,100118987,오후
,60,100118987,유세
,60,100118987,핫이슈
,580,100119108,후보
,160,100119740,후보
,140,100119740,전
,110,100119740,대전
,100,100119740,대망론
,90,100119740,호소
,90,100119740,이
,90,100119740,우리
,80,100119740,것
,80,100119740,수
,20,100119128,이동규
,250,100120359,등
,180,100120359,광주
,170,100120359,이날
,140,100120359,대표
,110,100120359,오후
,130,100118290,대표
,120,100118290,인천
,80,100118290,핫이슈
,100,100120620,대구
,100,100120620,새누리당
,90,100120620,무소속
,60,100120620,것
,50,100120620,북구갑
,40,100120620,출마
,200,100120651,등록
,150,100120651,선거운동
,140,100120651,부산
,140,100120651,등
,130,100120651,의원
,110,100120651,새누리당
,250,100120034,새누리당
,220,100120034,총선
,200,100120034,19대
,190,100120034,교수
,190,100120034,공천
,190,100120034,국민의당
,80,100119396,기업
,70,100119396,나소열
,70,100119396,후보등록
,60,100119396,김태흠
,50,100119396,수
,50,100119396,등록
,90,100120307,등록
,80,100120307,전
,80,100120307,등
,70,100120307,노동자
,70,100120307,정치
,110,100119406,더불어민주당
,90,100119406,0
,90,100119406,이춘석
,90,100119406,익산갑
,80,100119406,것
,340,100119923,새누리당
,290,100119923,선거구
,180,100119923,지역
,460,100120341,것
,220,100120341,수
,180,100120341,전
,160,100120341,청년
,90,100119353,등
,80,100119353,출정식
,170,100120183,선거구
,110,100120183,새누리당
,100,100120183,충주
,90,100120183,이날
,320,100119042,단일화
,220,100119042,국민의당
,210,100119042,의원
,190,100119042,주승용
,160,100119042,것
,140,100119042,더민주
,130,100119042,논의
,230,100119108,등
,160,100119108,유세
,150,100119108,북구
,150,100119108,새누리당
,130,100119108,무소속
,20,100119128,뉴시스
,20,100119128,후보
,10,100119128,영상
,10,100119128,03.
,10,100119128,국민의당
,10,100119128,【대전=뉴시스】조명휘
,10,100119128,(사진=
,10,100119128,화제성
,10,100119128,독자
,480,100119432,후보
,100,100120359,인공지능
,100,100120359,산업
,90,100120359,오전
,90,100120359,토론회
,120,100120203,광주
,80,100118290,오후
,60,100118290,지역구
,60,100118290,연수구
,60,100118290,앞
,60,100118290,유세
,60,100118290,사람
,250,100120237,후보
,40,100120620,더불어민주당
,40,100120620,결과
,40,100120620,등
,170,100118837,후보
,100,100120651,이날
,90,100120651,것
,90,100120651,더불어민주당
,370,100120559,후보
,160,100120034,출마
,150,100120034,중
,150,100120034,등
,370,100118412,후보
,50,100119396,이날
,40,100119396,충남
,40,100119396,총선
,90,100118454,후보
,50,100118454,등
,40,100118454,선거구
,30,100118454,지역구
,30,100118454,이
,30,100118454,제주
,30,100118454,약속
,30,100118454,새누리당
,20,100118454,것
,20,100118454,건강
,150,100119827,후보
,240,100119717,후보
,560,100119752,후보
,430,100119058,후보
,480,100120276,후보
,80,100118342,후보
,140,100119484,핫이슈
,720,100118373,후보
,70,100119827,등
,50,100119827,선거구
,50,100119827,새누리당
,40,100119827,제주도당
,40,100119827,부정
,40,100119827,이
,40,100119827,약속
,40,100119827,제주
,40,100119827,더민주
,110,100119710,후보
,110,100119717,새누리당
,90,100119717,춘천시
,80,100119717,선거구
,80,100119717,풍물시장
,80,100119717,뉴시스
,80,100119717,강원
,70,100119717,총선
,70,100119717,김진태
,70,100119717,2일
,210,100118593,후보
,200,100119752,청주
,180,100119752,인사
,180,100119752,벚꽃
,160,100119752,아침
,150,100119752,선거구
,140,100119752,이날
,140,100119752,새누리당
,130,100119752,후보들
,130,100119752,축제
,560,100119259,후보
,160,100119058,새누리당
,90,100119058,출정식
,80,100119058,등
,80,100119058,정치
,70,100119058,성산구
,60,100119058,시작
,60,100119058,수
,60,100119058,총선
,60,100119058,더불어민주당
,230,100119076,후보
,140,100120276,것
,130,100120276,김윤덕
,120,100120276,전희재
,120,100120276,말
,110,100120276,김광수
,110,100120276,새누리당
,100,100120276,북
,90,100120276,전주갑
,70,100120276,전
,140,100120043,후보
,40,100118342,지역
,30,100118342,총선
,20,100118342,일일
,20,100118342,변화
,20,100118342,기
,20,100118342,더불어민주당
,20,100118342,한태선
,20,100118342,박찬우
,20,100118342,출마
,150,100119421,후보
,80,100119484,지역
,70,100119484,최창호
,70,100119484,"다녀""▶"
,70,100119484,문재
,70,100119484,고향
,70,100119484,2/뉴스1choi119@news1
,70,100119484,출마
,70,100119484,뒤
,70,100119484,군복
,90,100118328,후보
,320,100118373,전과
,170,100118373,중
,140,100118373,등
,140,100118373,2건
,140,100118373,선고
,130,100118373,무소속
,120,100118373,위반
,110,100118373,것
,110,100118373,민중연합당
,150,100118776,공약
,90,100119710,등
,50,100119710,구상권
,50,100119710,선거구
,40,100119710,해군
,40,100119710,이
,40,100119710,행사
,30,100119710,것
,30,100119710,지역구
,30,100119710,상대
,130,100118825,후보
,100,100120095,후보
,20,100118395,핫이슈
,890,100120236,후보
,170,100120524,후보
,700,100119276,후보
,20,100118477,새누리당
,120,100118535,후보
,510,100120239,후보
,90,100118593,풍물시장
,80,100118593,총선
,80,100118593,뉴시스
,80,100118593,춘천시
,80,100118593,허영
,80,100118593,2일
,70,100118593,2016.
,70,100118593,더불어민주당
,70,100118593,20대
,200,100119756,후보
,200,100119259,청주
,180,100119259,인사
,180,100119259,벚꽃
,160,100119259,아침
,150,100119259,선거구
,140,100119259,이날
,140,100119259,새누리당
,130,100119259,후보들
,130,100119259,축제
,920,100120604,후보
,90,100119076,선정
,70,100119076,등
,60,100119076,공약
,60,100119076,교통약자
,50,100119076,총선
,40,100119076,출마
,40,100119076,교육
,40,100119076,정부
,40,100119076,운영
,40,100120297,야권
,90,100120043,8
,90,100120043,6
,80,100120043,순
,80,100120043,7
,70,100120043,지
,60,100120043,국민의당
,60,100120043,2
,60,100120043,5
,60,100120043,김윤덕
,340,100119400,후보
,60,100119421,수도권
,40,100119421,지역
,40,100119421,경제
,40,100119421,등
,30,100119421,총선
,30,100119421,천
,30,100119421,규제완화
,30,100119421,정상화
,30,100119421,이
,70,100119552,후보
,60,100118328,오중기
,50,100118328,포항
,40,100118328,전
,40,100118328,대표
,30,100118328,단일화
,30,100118328,논의
,30,100118328,총선
,30,100118328,죽도시장
,20,100118328,문재
,450,100118816,후보
,90,100118776,의원
,80,100118776,박
,70,100118776,지역
,60,100118776,목포
,60,100118776,후보
,50,100118776,것
,50,100118776,위원장
,40,100118776,조
,40,100118776,중
,250,100120234,후보
,60,100118825,등
,50,100118825,선거구
,40,100118825,이
,40,100118825,약속
,40,100118825,새누리당
,30,100118825,지역구
,30,100118825,총선
,30,100118825,선거운동
,30,100118825,참석
,160,100118984,후보
,90,100120095,대표
,80,100120095,지역
,80,100120095,새누리당
,70,100120095,유세
,70,100120095,지원
,60,100120095,지역구
,60,100120095,김무성
,50,100120095,오후
,40,100120095,것
,360,100119025,후보
,20,100118395,세종시
,10,100118395,호주여성
,10,100118395,與
,10,100118395,총선거
,10,100118395,"김무성,"
,10,100118395,날
,10,100118395,조치원역
,10,100118395,첫
,10,100118395,무성
,270,100120580,후보
,160,100120236,것
,130,100120236,이장우
,120,100120236,강
,120,100120236,선병렬
,100,100120236,토론회
,90,100120236,단일화
,90,100120236,새누리당
,80,100120236,대전
,80,100120236,이
,1000,100118914,후보
,120,100120524,광주
,70,100120524,원
,60,100120524,재산
,60,100120524,새누리당
,40,100120524,기
,40,100120524,한경노
,40,100120524,동남갑
,40,100120524,하사
,40,100120524,등록
,50,100120543,후보
,420,100119276,토론회
,180,100119276,곽
,160,100119276,것
,160,100119276,불참
,160,100119276,수
,130,100119276,때문
,130,100119276,대구
,130,100119276,새누리당
,120,100119276,유권자
,570,100120370,후보
,10,100118477,(인천=연합뉴스)
,10,100118477,인천시
,10,100118477,윤태현
,10,100118477,중구
,10,100118477,출마
,10,100118477,호소
,10,100118477,오후
,10,100118477,4.
,10,100118477,기
,440,100118919,후보
,110,100118535,대표
,60,100118535,사무총장
,50,100118535,당대표
,40,100118535,것
,40,100118535,집권여당
,30,100118535,수
,30,100118535,감투
,30,100118535,3
,30,100118535,공약
,100,100119240,전
,140,100120239,새누리당
,90,100120239,무소속
,90,100120239,호소
,80,100120239,후보들
,70,100120239,유세
,70,100120239,중구
,70,100120239,등
,70,100120239,울산
,60,100120239,더불어민주당
,1740,100118962,후보
,100,100119756,뉴시스
,80,100119756,춘천시
,80,100119756,강원
,70,100119756,선거구
,70,100119756,풍물시장
,70,100119756,강선경
,70,100119756,호소
,70,100119756,정의당
,60,100119756,기
,590,100119871,후보
,110,100118613,지지율
,410,100120604,토론회
,270,100120604,청주
,240,100120604,선거구
,210,100120604,것
,140,100120604,초청
,130,100120604,기호
,120,100120604,수
,120,100120604,오후
,110,100120604,무소속
,210,100118289,후보
,30,100120297,단일화
,30,100120297,후보
,20,100120297,수
,20,100120297,협상
,20,100120297,방식
,10,100120297,단일화만
,10,100120297,저
,10,100120297,것
,10,100120297,제안
,350,100119884,후보
,200,100119400,국민의당
,90,100119400,6
,90,100119400,공동대표
,90,100119400,8
,90,100119400,김광수
,80,100119400,순
,80,100119400,7
,80,100119400,뉴시스
,80,100119400,전주갑
,810,100119774,후보
,40,100119552,지역
,20,100119552,일일
,20,100119552,변화
,20,100119552,총선
,20,100119552,핫이슈
,20,100119552,주민들
,20,100119552,차량
,20,100119552,관심
,20,100119552,이날
,90,100120101,선거구
,200,100118816,새누리당
,150,100118816,무소속
,100,100118816,지역
,100,100118816,선거구
,90,100118816,박창호
,80,100118816,포항
,80,100118816,핫이슈
,80,100118816,출마
,80,100118816,공천
,160,100118329,핫이슈
,160,100120234,대표
,140,100120234,유세
,140,100120234,등
,130,100120234,국민의당
,100,100120234,광주
,90,100120234,이날
,90,100120234,지원
,90,100120234,호소
,80,100120234,2일
,360,100120296,후보
,80,100118984,등
,70,100118984,이
,60,100118984,선거구
,50,100118984,오
,50,100118984,총선
,50,100118984,아라동
,40,100118984,제주시
,40,100118984,거리유세
,40,100118984,핫이슈
,280,100119741,후보
,310,100119025,대표
,250,100119025,부산
,190,100119025,새누리당
,160,100119025,것
,120,100119025,이
,110,100119025,그
,100,100119025,전
,90,100119025,더불어민주당
,80,100119025,김무성
,150,100120365,후보
,70,100120580,것
,70,100120580,이해찬
,40,100120580,총선
,40,100120580,야권
,40,100120580,당선
,40,100120580,출정식
,30,100120580,막판
,30,100120580,세종시
,30,100120580,단일화
,50,100119763,후보
,280,100118914,것
,190,100118914,전
,170,100118914,이
,170,100118914,대표
,150,100118914,단일화
,150,100118914,대전
,130,100118914,이장우
,120,100118914,강
,110,100118914,수
,980,100118544,후보
,40,100120543,광주
,40,100120543,핫이슈
,40,100120543,기
,40,100120543,2016.
,40,100120543,2일
,40,100120543,더불어민주당
,40,100120543,동남갑
,30,100120543,개소식
,30,100120543,남구
,80,100120122,후보
,540,100120370,▷군필
,440,100120370,졸업
,360,100120370,토론회
,210,100120370,▷정당
,210,100120370,대학원
,150,100120370,▷국회의원
,140,100120370,대구
,110,100120370,것
,110,100120370,불참
,360,100120038,후보
,200,100118919,야권
,180,100118919,옹진군
,180,100118919,여권
,160,100118919,전
,140,100118919,정의당
,130,100118919,새누리당
,120,100118919,것
,120,100118919,수
,110,100118919,중구
,400,100118471,후보
,80,100119240,손
,70,100119240,상임고문
,70,100119240,후보
,50,100119240,의원
,40,100119240,측근
,40,100119240,대표
,30,100119240,방문
,30,100119240,것
,30,100119240,출마
,330,100119104,후보
,560,100118962,새누리당
,380,100118962,총선
,320,100118962,더민주
,230,100118962,무소속
,210,100118962,의원
,200,100118962,것
,180,100118962,19대
,170,100118962,지역구
,170,100118962,등
,520,100120409,후보
,250,100119871,선거구
,250,100119871,새누리당
,160,100119871,원주
,160,100119871,선거운동
,100,100119871,인사
,100,100119871,표
,90,100119871,김기선
,90,100119871,시작
,80,100119871,지역
,510,100118347,후보
,80,100118613,대표
,60,100118613,것
,60,100118613,후보
,50,100118613,대선
,50,100118613,여론조사
,50,100118613,수
,50,100118613,기자
,40,100118613,전
,40,100118613,총선
,50,100119321,후보
,150,100118289,인사
,140,100118289,벚꽃
,140,100118289,청주
